Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced
8,63,Yes,8,3
3,70,Yes,8,1
1,97,No,9,8
4,78,No,4,6
9,85,Yes,5,0
1,52,No,5,8
2,49,No,6,5
9,62,No,9,1
2,57,Yes,7,0
3,71,No,6,5
7,72,No,6,6
3,75,No,6,9
9,67,No,5,5
6,55,No,4,6
3,55,Yes,8,5
9,57,Yes,5,7
1,47,No,8,1
3,81,No,8,8
1,55,Yes,7,8
2,94,Yes,6,8
8,95,No,7,6
7,50,No,6,8
2,45,Yes,5,0
2,40,No,8,2
9,51,No,7,1
6,96,Yes,9,0
5,77,Yes,5,4
6,67,Yes,5,0
9,84,Yes,9,2
7,97,No,6,5
9,56,No,8,5
4,40,No,6,2
2,71,No,6,3
8,47,Yes,5,6
4,93,Yes,6,5
9,79,No,4,1
4,95,No,9,8
8,82,No,9,5
9,85,Yes,8,1
9,63,Yes,9,6
4,49,Yes,6,9
1,86,No,6,9
3,78,No,7,3
9,78,No,8,0
4,49,Yes,8,9
5,75,No,9,8
7,64,Yes,6,9
5,99,No,4,7
4,89,No,7,4
2,98,Yes,4,2
2,96,Yes,6,3
4,49,No,8,2
9,58,Yes,8,9
8,85,Yes,4,7
3,84,Yes,5,4
9,54,Yes,6,7
5,55,Yes,8,0
3,41,No,9,8
5,68,No,5,9
4,43,No,8,2
8,92,No,9,0
5,89,Yes,8,2
8,68,No,5,1
9,70,Yes,4,6
4,56,No,6,9
7,49,No,5,3
2,66,Yes,5,6
6,92,No,8,2
8,80,No,9,5
7,54,No,5,6
7,99,No,6,6
8,83,No,4,4
7,70,No,9,5
5,60,No,4,2
7,99,Yes,4,3
3,98,No,6,5
5,97,No,8,2
7,80,No,9,6
9,85,No,9,2
2,84,No,6,8
4,99,No,9,3
7,65,Yes,5,1
1,77,No,7,5
2,90,No,7,8
9,75,Yes,7,9
7,91,Yes,4,9
7,56,No,9,1
6,90,No,6,3
3,42,No,9,4
3,53,Yes,6,8
2,88,Yes,9,6
6,52,No,4,4
4,80,No,5,5
5,66,Yes,7,8
3,40,Yes,7,3
6,96,Yes,9,1
3,56,Yes,4,4
8,87,No,7,6
9,89,Yes,9,3
4,73,Yes,8,0
9,53,No,9,7
7,93,Yes,6,4
3,94,No,7,9
7,98,Yes,7,1
1,56,No,8,2
3,42,Yes,5,9
6,73,No,9,9
4,79,No,5,4
7,64,Yes,9,3
3,41,No,8,8
1,73,No,5,8
9,65,Yes,4,7
6,70,No,8,1
8,48,No,9,4
3,69,Yes,6,7
8,59,Yes,6,7
2,60,No,6,6
4,68,No,9,3
3,98,No,7,2
1,64,No,8,7
7,77,No,8,7
2,97,Yes,5,9
4,83,No,8,4
9,64,Yes,8,2
6,48,Yes,5,4
8,78,Yes,8,3
2,83,Yes,8,7
7,65,No,4,1
6,96,No,9,7
9,76,No,5,9
7,55,Yes,4,5
1,76,Yes,7,3
8,51,No,5,2
3,63,Yes,9,9
2,65,No,8,4
3,59,Yes,8,5
6,48,Yes,4,0
3,62,Yes,4,0
5,78,Yes,7,9
6,68,Yes,7,2
8,70,Yes,9,1
7,58,Yes,8,0
8,59,No,6,7
3,62,No,7,0
4,82,Yes,8,9
6,66,Yes,7,7
7,69,No,5,4
9,60,Yes,4,3
1,83,No,8,7
8,74,No,7,7
8,88,No,4,7
6,46,No,6,2
4,61,No,7,7
3,49,Yes,8,0
3,62,Yes,5,3
6,54,No,4,4
8,69,Yes,4,5
7,73,No,5,4
1,52,Yes,8,4
6,99,Yes,9,4
7,43,Yes,6,8
7,57,Yes,9,9
9,95,Yes,5,9
5,62,Yes,6,2
1,72,Yes,8,1
2,73,Yes,7,9
4,73,No,7,1
5,75,No,9,7
9,74,Yes,8,4
1,56,Yes,6,4
3,67,Yes,9,5
5,53,No,5,8
3,73,Yes,9,6
4,87,Yes,8,4
3,50,No,8,4
4,96,No,7,9
1,52,No,5,8
8,72,Yes,7,8
4,96,No,6,1
7,94,Yes,6,6
2,41,No,4,9
2,73,Yes,8,0
6,92,Yes,5,3
2,68,Yes,5,1
6,76,No,7,9
2,43,Yes,9,8
4,51,Yes,9,5
7,65,Yes,7,3
8,97,No,9,2
3,67,Yes,5,3
9,42,Yes,7,1
2,59,Yes,9,4
8,49,Yes,4,8
8,91,No,8,5
4,57,Yes,4,1
1,92,No,9,5
1,92,No,6,8
2,92,Yes,5,3
9,66,No,4,0
2,70,No,4,1
2,66,No,7,4
6,81,Yes,7,9
7,40,No,7,6
7,45,No,9,7
9,50,Yes,6,2
6,73,Yes,4,8
8,78,No,8,1
6,59,No,7,3
2,92,No,6,3
1,60,Yes,9,5
5,60,No,6,9
9,57,Yes,7,5
8,60,No,5,2
4,58,No,4,8
5,43,Yes,7,4
5,52,No,8,1
6,57,Yes,4,5
3,91,No,6,2
5,68,Yes,8,7
2,64,Yes,4,2
1,95,No,8,4
1,52,Yes,6,3
7,66,No,7,3
2,99,Yes,8,1
4,58,Yes,7,7
5,88,Yes,6,2
7,40,No,6,3
2,77,Yes,8,5
6,58,Yes,8,8
1,91,Yes,6,3
7,40,No,8,2
9,79,No,8,4
5,56,Yes,8,8
5,60,Yes,9,0
4,61,No,8,4
3,54,Yes,4,3
9,89,Yes,6,4
5,78,Yes,6,6
8,87,Yes,5,6
9,78,Yes,7,6
5,71,Yes,5,0
9,88,No,8,8
2,43,Yes,8,6
9,83,Yes,4,3
4,84,No,4,3
6,71,No,4,1
6,43,No,4,5
6,92,No,4,9
2,40,Yes,4,2
7,72,No,4,0
6,46,Yes,4,4
1,48,No,9,5
2,40,No,4,4
7,55,No,6,4
1,57,Yes,4,9
1,93,No,7,7
1,86,No,4,9
8,45,No,9,0
4,41,Yes,8,7
4,48,Yes,9,6
2,43,No,9,0
1,84,Yes,8,8
9,62,No,4,3
7,93,Yes,4,6
4,82,No,8,2
6,84,Yes,7,7
2,82,No,5,3
7,90,Yes,6,1
2,47,Yes,8,1
8,78,No,4,7
8,64,No,6,7
1,55,Yes,4,0
8,74,No,5,5
2,56,No,5,8
6,57,No,8,8
1,99,No,6,1
5,66,Yes,9,7
7,54,No,6,7
1,99,Yes,9,3
2,56,Yes,5,3
7,82,No,4,4
6,44,No,9,9
3,55,Yes,9,6
2,54,No,8,0
4,81,No,7,8
3,85,Yes,5,2
7,73,Yes,9,3
8,87,Yes,5,6
2,58,No,8,4
7,47,No,4,4
8,86,Yes,6,0
6,49,Yes,5,1
6,44,No,8,4
1,91,No,8,1
4,87,No,8,0
1,92,Yes,6,9
4,65,No,5,2
2,61,No,9,0
5,83,Yes,8,9
9,62,No,6,7
3,52,Yes,4,7
8,48,No,7,7
3,88,Yes,5,6
6,59,Yes,6,6
4,67,Yes,7,1
8,83,No,7,8
6,96,No,6,6
8,76,No,9,4
1,63,No,9,3
6,83,Yes,6,7
1,72,No,6,4
1,59,No,8,5
8,99,Yes,4,3
7,87,Yes,9,1
3,69,Yes,8,6
6,83,Yes,7,1
9,48,No,7,6
7,84,Yes,7,6
3,88,No,6,0
6,56,No,5,9
4,75,Yes,8,9
3,53,Yes,5,2
9,58,Yes,4,2
2,46,Yes,4,5
1,98,Yes,8,2
2,42,No,7,8
7,72,Yes,9,4
1,83,No,4,5
6,71,Yes,5,5
7,86,No,5,7
9,50,No,9,9
8,81,No,6,2
6,41,Yes,7,8
3,65,Yes,6,6
8,43,Yes,8,5
7,56,No,4,0
3,56,No,9,3
9,67,Yes,9,4
2,69,Yes,9,1
3,79,No,6,0
2,62,No,6,1
1,85,Yes,8,7
4,63,Yes,5,9
5,68,Yes,5,5
6,43,No,8,9
5,77,No,9,1
1,68,Yes,5,8
3,58,Yes,8,7
1,66,Yes,5,3
5,68,Yes,8,9
5,95,Yes,5,6
6,75,No,9,2
8,74,Yes,6,5
1,91,No,6,2
4,45,No,9,9
1,98,No,5,2
9,62,No,9,8
7,78,No,8,5
7,85,No,6,7
5,83,No,4,3
7,87,No,5,3
2,91,Yes,4,7
4,47,Yes,4,6
7,94,Yes,7,4
3,41,Yes,4,1
2,52,Yes,4,5
2,79,No,9,0
1,96,No,7,6
5,60,No,7,8
6,70,No,7,4
6,91,No,8,4
9,87,Yes,7,6
4,75,Yes,9,4
1,87,No,8,9
6,91,Yes,5,3
5,77,Yes,8,0
6,66,Yes,5,5
3,75,Yes,7,8
2,87,Yes,7,3
6,62,No,5,9
1,94,Yes,6,3
7,60,Yes,9,4
7,52,No,8,5
7,76,No,9,2
1,86,No,9,8
4,65,No,4,0
7,79,No,7,5
9,46,No,8,5
5,85,No,9,7
2,78,No,8,4
7,61,Yes,9,8
1,78,No,7,8
7,62,No,9,1
6,97,Yes,5,4
7,69,No,7,6
3,57,No,8,1
3,81,No,6,6
7,57,No,9,8
2,85,Yes,5,7
1,49,Yes,7,9
9,78,No,4,8
9,69,Yes,7,3
7,65,Yes,8,7
7,46,Yes,8,8
3,46,Yes,4,9
2,44,Yes,5,1
7,40,Yes,8,9
9,85,No,5,2
1,57,No,5,0
4,52,Yes,7,0
6,64,Yes,5,9
7,79,Yes,9,5
7,47,No,8,0
2,49,No,8,4
4,71,No,6,5
5,56,No,5,8
1,77,No,6,5
1,54,No,7,3
3,54,Yes,6,0
3,96,No,5,5
8,87,No,8,6
9,79,No,7,4
1,90,Yes,5,5
2,59,No,7,9
2,54,Yes,4,7
4,74,Yes,5,0
2,45,No,4,7
7,69,No,6,1
9,96,No,5,1
7,47,Yes,4,7
6,70,No,9,1
1,87,Yes,8,7
9,86,Yes,6,4
5,71,No,5,8
5,84,No,5,8
6,97,No,8,7
9,91,Yes,8,8
8,54,No,4,6
8,57,Yes,4,7
8,52,No,4,5
1,63,Yes,7,8
1,79,No,6,1
8,53,No,5,2
5,67,Yes,6,1
9,50,Yes,8,5
2,45,No,9,2
9,95,Yes,6,0
8,64,Yes,6,3
9,40,Yes,4,4
4,64,Yes,8,3
1,41,No,6,5
1,71,Yes,5,2
5,52,No,4,9
2,72,No,6,5
8,71,No,8,9
5,95,Yes,9,0
5,63,No,5,5
2,66,No,9,7
7,43,No,8,9
8,63,No,8,7
1,62,No,8,0
2,68,Yes,9,6
4,73,No,7,9
5,60,Yes,5,9
2,69,No,8,3
1,65,No,7,5
9,59,Yes,4,5
1,55,Yes,7,4
4,42,No,4,9
2,88,No,9,8
4,76,No,7,9
8,97,No,9,7
8,79,No,8,5
9,83,Yes,7,3
5,64,No,7,3
7,62,No,8,8
3,83,Yes,4,3
4,98,Yes,8,6
9,40,No,5,5
1,72,Yes,7,1
2,54,Yes,5,4
5,56,Yes,8,2
3,73,No,9,8
2,56,No,8,9
1,91,No,6,0
3,97,Yes,5,9
1,80,No,6,3
1,83,No,5,3
1,43,Yes,9,8
8,52,No,6,0
3,43,Yes,6,1
1,46,Yes,5,0
7,85,Yes,8,0
3,98,Yes,4,0
8,48,No,8,2
4,62,No,4,3
4,72,No,5,9
5,72,Yes,7,1
6,59,No,8,0
7,43,No,6,4
4,40,Yes,8,5
8,93,Yes,5,1
6,81,No,7,2
1,73,Yes,7,9
1,66,No,8,2
9,60,Yes,8,1
6,63,Yes,9,3
8,54,No,8,4
7,74,Yes,5,7
6,64,Yes,4,5
4,94,Yes,9,8
7,48,No,4,2
9,56,No,6,9
7,60,No,5,8
1,99,Yes,9,3
9,52,Yes,7,7
4,42,Yes,9,9
3,43,Yes,6,6
4,43,No,7,6
4,82,No,9,8
2,67,Yes,7,9
1,46,No,8,1
1,65,No,7,4
8,50,No,9,2
2,63,Yes,7,6
5,82,No,5,2
4,49,No,8,4
8,76,No,8,4
2,52,No,6,1
9,83,No,8,0
7,81,Yes,4,5
7,78,No,5,0
1,58,No,6,8
2,90,Yes,4,9
4,58,No,7,4
4,51,Yes,4,0
3,91,Yes,6,7
7,61,Yes,8,0
8,86,Yes,5,3
2,76,No,6,6
4,95,No,4,3
3,69,Yes,4,4
2,85,No,6,6
6,51,Yes,9,3
4,68,No,9,4
6,60,No,6,6
2,50,Yes,9,0
4,99,No,6,2
6,76,Yes,8,0
5,87,No,6,2
3,97,No,7,1
8,57,No,5,4
7,83,Yes,5,9
3,98,Yes,7,4
6,66,Yes,4,9
4,76,No,4,8
5,87,Yes,4,7
5,51,Yes,4,2
7,62,Yes,8,0
5,73,No,7,4
3,77,No,5,2
5,62,No,7,4
7,92,No,5,8
5,64,Yes,4,0
5,43,No,8,0
9,69,Yes,6,8
3,69,No,6,2
6,52,Yes,9,9
1,81,Yes,4,4
5,88,No,4,8
8,53,Yes,7,4
5,95,Yes,8,2
9,86,Yes,8,8
6,47,Yes,7,6
8,94,No,8,6
8,63,No,8,7
3,57,Yes,6,4
7,74,No,8,1
7,64,Yes,4,8
6,56,Yes,6,2
7,71,No,4,1
2,95,Yes,4,9
9,63,No,7,9
1,46,Yes,9,4
1,52,No,8,7
3,66,No,8,2
3,87,Yes,8,5
1,44,No,8,8
7,75,Yes,6,1
4,65,No,5,7
2,81,Yes,4,9
5,84,No,9,6
6,70,No,9,2
9,49,No,5,0
4,85,Yes,5,5
2,65,No,5,1
5,61,Yes,6,2
3,51,No,5,4
2,71,No,6,7
1,66,Yes,7,1
2,72,No,7,5
6,92,Yes,9,0
8,91,Yes,7,6
3,59,Yes,6,3
9,78,Yes,6,0
9,80,Yes,4,8
2,79,No,5,8
8,98,Yes,8,2
5,52,No,8,5
4,53,Yes,5,6
5,83,Yes,8,3
4,79,No,8,5
8,92,No,8,8
4,61,Yes,9,9
6,57,Yes,6,5
2,87,No,6,6
5,68,No,6,5
6,82,Yes,5,6
5,55,Yes,7,0
2,85,Yes,9,5
7,74,No,9,8
4,92,Yes,8,2
8,73,No,4,5
7,42,No,6,3
7,43,Yes,9,6
9,93,Yes,9,6
1,44,No,4,8
6,49,Yes,8,3
6,91,Yes,9,7
6,68,No,9,7
6,71,Yes,7,7
7,70,No,4,7
6,41,No,8,5
1,51,Yes,8,7
3,66,No,6,5
2,44,No,7,9
6,76,Yes,8,1
8,66,No,7,2
3,62,Yes,6,5
8,72,No,4,6
8,43,No,9,3
5,98,No,9,0
8,60,No,5,3
6,63,No,5,5
5,83,No,5,7
9,70,No,9,3
7,83,Yes,7,9
8,87,No,5,0
1,63,Yes,4,4
2,88,No,8,6
8,92,No,7,5
9,49,Yes,9,2
4,88,Yes,4,6
9,88,Yes,9,3
4,89,No,7,4
9,41,Yes,7,6
7,70,No,7,1
2,64,No,6,3
9,43,Yes,8,3
4,90,No,5,5
8,50,Yes,6,6
7,56,Yes,8,3
7,83,Yes,9,9
8,41,Yes,5,0
1,45,No,6,0
5,48,No,6,4
2,44,Yes,4,0
2,59,Yes,6,2
1,68,No,7,8
5,60,No,9,2
2,48,Yes,6,2
4,67,No,7,8
3,94,No,8,4
3,47,No,8,7
2,70,No,7,9
6,59,Yes,4,8
2,66,No,4,5
8,47,Yes,8,6
8,93,Yes,9,6
5,60,Yes,6,6
7,67,No,8,3
4,62,No,8,1
1,45,Yes,7,1
2,42,No,4,6
4,44,Yes,9,9
1,48,Yes,7,6
8,46,No,8,9
9,99,No,5,6
4,43,No,6,7
3,78,Yes,8,2
2,44,Yes,7,4
5,50,No,5,5
3,54,Yes,5,7
7,73,Yes,8,7
6,52,Yes,9,9
1,93,No,4,2
8,87,No,5,3
2,46,No,6,5
5,79,Yes,7,3
9,45,No,7,9
8,95,Yes,7,3
2,78,Yes,8,4
9,89,Yes,7,9
5,69,No,7,6
6,61,Yes,6,1
3,64,No,4,1
3,67,Yes,9,9
8,93,No,8,8
2,59,No,8,3
2,78,No,7,4
5,42,No,6,2
6,44,No,5,1
2,40,No,7,9
5,54,No,7,7
7,65,No,8,3
8,42,Yes,8,0
7,79,Yes,7,5
8,96,Yes,8,5
9,80,Yes,6,1
5,86,Yes,5,1
5,81,No,5,7
4,73,No,5,6
9,91,No,7,1
5,44,No,9,9
2,70,No,7,0
8,90,Yes,7,7
7,52,Yes,6,9
8,82,No,5,1
3,40,Yes,8,4
4,61,Yes,8,5
5,54,No,4,9
6,65,No,4,0
1,57,Yes,9,1
4,87,Yes,8,9
5,48,No,5,3
7,40,Yes,7,1
5,82,No,8,5
1,48,Yes,9,3
7,62,Yes,9,2
8,82,No,8,5
7,84,Yes,4,8
4,97,No,5,7
8,41,Yes,8,1
5,53,Yes,7,2
9,77,No,7,1
5,79,Yes,6,9
1,57,No,7,6
9,55,No,8,8
5,92,Yes,8,0
6,68,No,7,2
4,83,No,4,5
6,50,No,5,3
8,45,Yes,9,9
3,42,No,8,9
5,53,No,7,0
2,99,Yes,9,8
2,41,No,7,6
7,71,No,8,6
6,70,No,6,0
4,50,Yes,5,8
5,61,Yes,8,7
1,42,Yes,9,9
7,89,Yes,7,4
8,70,Yes,6,3
9,72,Yes,8,0
8,63,No,5,8
5,40,Yes,6,7
3,83,Yes,9,1
9,54,Yes,7,3
6,76,Yes,4,3
5,66,No,5,6
3,77,No,6,2
6,87,Yes,8,7
3,66,No,8,6
6,83,Yes,6,9
4,51,No,8,3
2,42,Yes,6,8
8,69,Yes,5,5
4,71,Yes,8,2
9,62,Yes,5,6
7,41,No,7,5
2,46,Yes,7,7
4,73,No,7,4
5,71,No,7,5
3,92,No,8,0
9,78,Yes,6,7
5,71,No,8,0
2,82,No,9,2
3,82,No,8,1
9,53,Yes,5,5
7,42,No,6,7
2,85,Yes,4,7
9,71,No,4,6
4,82,No,6,6
9,75,Yes,4,7
2,56,Yes,6,4
4,87,No,5,2
5,42,Yes,5,1
2,96,No,8,2
1,49,No,4,2
7,92,Yes,6,6
1,86,Yes,5,0
8,79,Yes,8,6
3,57,No,4,5
6,42,No,4,9
7,78,No,4,1
1,49,Yes,5,9
6,91,Yes,5,0
7,48,Yes,4,8
6,85,No,5,1
4,94,Yes,4,3
1,85,Yes,7,8
9,50,No,5,8
4,99,Yes,6,0
7,72,Yes,5,1
7,75,No,4,1
2,65,No,6,1
1,66,No,8,7
8,77,No,6,7
8,61,No,6,9
7,65,No,5,7
8,61,Yes,9,3
3,44,Yes,6,7
2,74,No,6,6
7,41,No,4,7
8,74,Yes,5,0
1,48,No,4,2
9,90,No,5,9
4,90,Yes,8,5
4,88,Yes,9,0
3,57,No,6,3
6,82,No,5,8
1,51,Yes,6,6
6,42,No,6,0
2,57,Yes,7,5
9,95,Yes,4,5
2,77,No,9,1
7,46,Yes,5,5
1,72,Yes,8,9
7,45,Yes,9,1
5,57,No,7,7
8,84,No,4,6
4,61,No,8,5
7,90,Yes,8,9
6,78,Yes,6,5
5,90,No,4,8
4,48,Yes,7,8
7,74,Yes,5,9
5,62,No,5,9
5,51,Yes,7,1
1,91,Yes,6,2
2,63,Yes,6,9
5,89,Yes,8,6
3,79,Yes,4,9
2,48,Yes,8,8
4,52,No,5,5
4,79,No,7,0
4,93,Yes,4,6
4,81,No,7,0
3,56,No,4,4
7,46,No,9,8
9,56,Yes,5,9
5,94,No,5,9
4,89,Yes,9,8
2,63,No,4,0
2,41,No,6,5
5,74,Yes,4,2
7,67,No,5,8
9,58,Yes,7,2
7,72,No,8,1
5,60,No,7,7
6,92,No,5,2
3,49,No,7,4
5,92,Yes,6,5
8,85,Yes,6,9
1,84,No,4,9
1,48,Yes,7,0
7,77,No,7,6
5,45,Yes,5,6
5,90,Yes,4,4
1,92,Yes,4,8
9,81,No,7,1
1,94,Yes,8,4
5,74,Yes,7,1
9,57,No,7,1
4,92,No,7,8
8,58,No,6,6
6,44,Yes,9,3
3,64,Yes,4,7
4,50,Yes,9,3
2,49,Yes,6,0
1,56,Yes,8,9
8,75,Yes,5,2
1,65,No,8,9
1,70,Yes,4,0
4,71,Yes,5,1
6,60,Yes,9,1
9,57,No,8,6
1,99,Yes,4,3
7,57,No,8,9
5,40,Yes,5,8
8,53,No,5,1
7,47,No,8,8
4,41,No,6,5
4,90,Yes,8,9
6,54,No,9,7
6,99,Yes,8,6
9,73,No,8,7
5,75,Yes,6,8
8,40,No,7,7
5,90,No,5,5
2,60,Yes,9,7
6,81,No,4,7
9,40,Yes,5,1
3,71,No,5,1
1,59,No,7,0
1,93,Yes,5,9
3,86,Yes,5,1
5,75,Yes,6,6
3,78,No,6,2
9,69,Yes,6,3
8,46,Yes,6,3
3,61,No,6,3
9,96,Yes,9,1
6,89,Yes,4,5
7,84,No,7,0
4,49,No,8,4
4,95,No,9,1
2,47,No,6,8
5,66,No,7,1
8,49,Yes,8,5
7,53,No,5,3
7,85,No,9,5
6,98,No,5,1
3,91,Yes,7,1
5,93,Yes,4,6
1,50,Yes,4,2
7,45,Yes,7,2
9,60,No,4,6
1,72,No,4,7
2,58,No,5,6
3,78,Yes,4,2
3,63,No,4,2
8,57,Yes,7,6
7,74,Yes,4,2
6,91,Yes,9,1
4,82,No,6,6
9,76,No,6,2
1,58,No,7,4
2,92,No,6,6
4,63,Yes,5,1
3,95,No,9,7
1,73,Yes,9,1
5,61,Yes,7,3
7,43,Yes,4,3
2,96,Yes,6,7
5,49,Yes,5,0
6,41,Yes,7,8
7,47,Yes,7,5
1,72,No,4,3
7,98,No,8,5
4,77,Yes,6,5
8,82,No,5,8
4,98,No,7,3
6,67,No,6,7
9,49,No,5,0
5,84,Yes,9,5
4,40,No,9,4
8,73,Yes,5,2
9,42,Yes,9,3
4,48,No,7,7
3,44,No,6,9
8,81,Yes,5,1
5,49,Yes,7,7
2,51,No,6,6
9,57,No,6,0
3,97,Yes,7,1
2,60,No,6,6
1,60,Yes,8,2
8,40,Yes,5,1
3,42,Yes,5,0
7,44,Yes,6,6
1,64,No,7,2
1,97,Yes,4,5
9,88,Yes,9,9
8,47,No,6,7
3,56,No,4,5
6,48,Yes,6,6
3,71,No,4,5
4,45,No,6,6
1,88,Yes,7,4
5,79,No,9,8
1,60,No,4,2
1,46,No,8,5
7,46,No,7,8
6,86,No,9,0
2,78,Yes,6,4
2,93,No,4,3
7,66,Yes,9,8
1,47,Yes,5,0
2,48,No,7,3
8,67,No,4,0
6,54,No,7,2
2,41,No,4,3
7,46,No,5,0
4,86,No,8,4
2,57,No,5,5
6,61,No,6,0
9,89,No,7,9
9,49,No,8,9
8,93,No,7,3
3,89,No,9,3
3,72,Yes,4,0
2,46,No,6,1
5,42,Yes,6,9
4,53,Yes,7,4
7,83,No,6,1
4,85,Yes,7,2
9,75,No,4,8
2,52,No,4,4
6,55,Yes,7,0
7,55,No,5,4
4,93,Yes,5,2
6,44,Yes,4,0
7,91,No,8,2
4,64,Yes,5,5
8,77,Yes,7,9
9,77,No,4,4
1,89,Yes,6,0
7,77,No,6,1
9,78,No,5,4
5,95,No,8,8
2,95,No,9,4
6,87,Yes,5,4
7,80,No,8,0
2,65,Yes,5,4
2,98,Yes,6,7
1,52,No,8,8
4,83,No,6,9
7,90,No,7,2
9,65,Yes,7,3
3,94,No,4,6
7,94,Yes,6,6
7,40,No,6,0
7,47,No,4,5
2,43,Yes,7,8
6,60,Yes,7,4
2,61,No,8,7
6,90,No,8,9
3,92,No,9,8
2,97,Yes,7,9
6,76,No,9,9
2,88,No,5,2
5,42,Yes,6,0
2,58,No,8,1
3,40,Yes,5,4
3,68,Yes,8,9
6,62,No,4,6
6,72,No,6,5
3,94,Yes,9,3
3,91,Yes,9,8
1,80,No,8,3
7,62,Yes,7,2
8,44,Yes,9,4
2,46,No,4,3
4,96,Yes,4,1
7,97,Yes,7,2
8,45,Yes,4,6
1,88,Yes,6,1
4,61,Yes,8,0
6,88,Yes,4,1
3,52,No,6,7
5,51,No,7,7
9,43,No,8,9
3,47,No,7,1
5,76,Yes,8,5
8,70,No,4,6
6,76,Yes,4,0
4,84,No,8,6
8,65,Yes,6,7
3,82,No,6,8
3,47,Yes,6,7
4,79,No,5,2
9,72,No,9,7
5,84,No,9,2
8,68,No,9,5
6,44,No,6,3
3,67,Yes,4,6
8,92,No,5,7
9,79,Yes,6,9
8,56,No,4,5
4,94,No,5,9
6,62,No,4,3
1,84,Yes,8,7
4,48,No,4,6
8,41,No,5,9
1,71,Yes,6,7
3,90,Yes,9,9
1,91,Yes,5,6
9,88,Yes,6,2
2,70,No,6,2
9,46,Yes,7,8
4,69,Yes,8,6
2,97,No,7,0
4,42,Yes,9,2
6,90,Yes,5,0
7,90,Yes,7,5
3,95,No,9,1
3,48,Yes,6,6
8,49,Yes,5,7
5,85,Yes,7,5
4,89,No,4,4
7,97,No,9,9
7,86,Yes,9,3
9,65,No,8,8
9,40,Yes,4,7
5,69,No,5,4
8,96,No,7,0
1,77,Yes,6,7
9,54,Yes,7,7
8,64,Yes,5,6
6,45,No,5,6
3,57,Yes,5,7
3,40,No,5,0
8,95,No,9,2
5,42,Yes,7,3
7,56,No,4,5
5,87,No,6,9
8,47,Yes,6,9
4,99,No,8,8
2,88,No,9,3
3,79,Yes,5,5
8,56,Yes,5,8
7,64,Yes,5,8
2,80,No,9,5
6,51,No,4,4
9,68,No,5,2
4,64,Yes,8,4
9,90,No,8,2
2,75,No,4,4
2,92,No,9,9
9,93,Yes,5,9
7,64,Yes,7,0
7,68,Yes,7,5
1,50,No,6,6
6,99,No,4,1
7,43,Yes,7,2
6,53,Yes,6,9
6,85,No,8,8
2,77,Yes,6,7
6,56,No,5,3
4,41,Yes,5,7
9,47,Yes,8,7
1,75,Yes,4,5
8,49,No,9,0
5,46,Yes,5,1
1,75,No,5,3
4,55,Yes,6,3
1,53,Yes,6,1
6,55,No,6,8
2,64,No,7,1
5,80,Yes,8,5
7,43,No,4,4
2,68,Yes,6,3
6,95,No,4,5
6,45,No,6,3
5,40,Yes,5,8
5,78,Yes,4,9
3,40,No,7,6
2,90,No,6,2
7,79,Yes,9,9
1,96,No,8,3
6,42,No,5,0
6,40,No,6,5
3,40,No,4,1
2,78,Yes,6,3
2,60,Yes,5,4
9,84,No,8,7
5,69,No,8,2
7,71,Yes,8,5
5,72,No,9,0
7,87,No,5,8
4,61,No,9,0
8,69,No,9,1
7,93,No,6,0
5,85,Yes,5,7
6,43,No,5,3
5,62,No,6,1
7,94,No,7,6
2,83,Yes,9,7
5,64,No,8,8
3,51,No,4,4
9,56,Yes,9,2
6,92,Yes,4,0
3,54,Yes,6,7
7,49,Yes,4,5
4,74,No,7,4
3,94,No,5,6
8,91,No,8,4
4,91,Yes,4,3
1,68,No,4,4
6,51,Yes,6,6
1,40,Yes,6,5
5,40,No,5,9
7,49,Yes,8,9
6,57,Yes,4,8
2,86,No,5,9
4,41,No,8,1
2,88,Yes,5,6
1,47,No,4,0
3,61,No,6,7
3,61,Yes,6,3
7,65,Yes,6,7
1,65,No,7,7
9,48,No,5,3
6,60,Yes,4,3
4,70,No,5,4
3,91,Yes,6,6
3,82,Yes,9,5
2,45,No,9,0
2,95,No,5,5
5,53,No,8,2
9,72,No,9,8
2,46,No,9,2
2,63,Yes,5,8
6,48,No,7,4
2,50,Yes,7,9
4,95,No,6,7
6,62,Yes,4,8
5,87,No,8,8
1,90,No,4,6
6,41,Yes,4,9
1,54,No,8,0
3,74,No,7,7
5,75,Yes,9,6
5,91,Yes,6,3
6,93,Yes,5,5
8,67,No,7,9
5,78,Yes,6,1
1,83,Yes,9,3
5,43,No,7,7
3,49,No,8,3
4,45,No,4,9
8,96,No,8,3
7,69,No,9,3
5,93,No,5,9
2,85,Yes,8,8
6,74,Yes,9,1
6,88,No,4,6
6,82,Yes,7,2
9,49,Yes,6,3
8,97,Yes,9,0
8,92,Yes,9,2
1,71,No,5,1
5,81,No,7,9
7,81,Yes,9,6
6,42,No,9,5
5,95,Yes,6,0
8,65,Yes,4,7
3,54,No,8,8
6,56,Yes,7,0
5,66,No,6,4
8,57,No,6,6
4,90,No,8,1
8,58,No,7,5
2,51,No,7,7
9,63,No,4,7
9,44,No,7,9
6,63,No,9,9
4,66,No,8,7
4,87,Yes,7,5
6,69,No,4,5
5,54,Yes,6,2
6,86,No,9,1
